Null (reference),Null (threshold),Full
0.922855170913814,0.926767226765418,0.937452311021825
0.922301808246203,0.931127694208247,0.939175016184107
0.923077872431211,0.932965872674637,0.946523990822876
0.920427924063306,0.928301681469239,0.946655457627453
0.922973778257045,0.922546418818209,0.937516718872838
0.921899612606846,0.924993454990622,0.943616882393769
0.925544532942783,0.924985683055408,0.93394138936211
0.921098140346832,0.923109249149689,0.93789847739646
0.919646786778705,0.932847499527197,0.936521374578579
0.919999965936984,0.92596088555953,0.933269206724932
0.923425407673947,0.930241705161098,0.936147389365148
0.920144482783789,0.91818641260715,0.940360588633968
0.918308325007783,0.92681264501623,0.936632363855792
0.921233647997385,0.921955590313843,0.933650274412883
0.916210981295118,0.921282694867877,0.942201000447226
0.913771078785364,0.921769216341061,0.935879141818178
0.916556560182701,0.922663654683395,0.938282593372129
0.917269216085035,0.91550674108958,0.933427515555141
0.918228330319746,0.929992940726297,0.931838460059372
0.913890852366631,0.920433522653719,0.932186477911133
0.916740146767805,0.921077415365772,0.932529641081507
0.918571279061506,0.917765619410277,0.931257572522904
0.913571226775347,0.91547521494144,0.931283010119096
0.91519846689671,0.91807092978359,0.932137229704416
0.913172571030593,0.913225992261226,0.93620519048676
0.911555863121296,0.91571686956181,0.93812620596507
0.916103783075529,0.921566695183577,0.93246411933096
0.911743344767142,0.916582733263482,0.927815552316344
0.910808302121967,0.921876094151499,0.926601040148359
0.911422620858207,0.919419900803951,0.929266806538784
0.910156490306201,0.912579195150367,0.932896778090453
0.908982437652169,0.912291833013272,0.925342573409017
0.911557881208072,0.911982684496601,0.925595672536775
0.907445666225631,0.91081358100841,0.927208839645054
0.912717337473742,0.917075159259125,0.927268971947922
0.91016509934211,0.913877472722388,0.928911611370872
0.910290817740942,0.9122340785675,0.929290491944702
0.912596718412311,0.913893178904817,0.919402315486822
0.907687661115711,0.916281152344641,0.925734657787591
0.907080141841944,0.912180876993834,0.925012533916998
0.907224595286708,0.911582572233608,0.929266325347132
0.903859982032063,0.906899628224593,0.927237698606072
0.904931362298734,0.910880894531724,0.921550458810051
0.901414699597097,0.909555160489095,0.91732085282297
0.903794206464974,0.908801205480866,0.926039854132594
0.904780675869469,0.903696117006634,0.923469174887327
0.903822763152837,0.905539244176774,0.920931085828869
0.902444389619477,0.907157773708432,0.921146095003124
0.9006562402453,0.908791948030934,0.919429760164252
0.906141186772171,0.908715884038008,0.921588529798846
0.900895471866119,0.909962401318763,0.916978969481266
0.900827456056807,0.909463651434938,0.917134221768297
0.903396097693831,0.909173649032371,0.92064067855654
0.899793124023981,0.908268743648746,0.916650135334798
0.900656594699798,0.910219202864807,0.915436189218675
0.899923072762187,0.906280175129245,0.914374799711143
0.898944017094543,0.905255508319871,0.913736749622065
0.903421285095785,0.892249142399112,0.919115354440281
0.898449957251947,0.901268954708138,0.920028555932379
0.896658811885088,0.90376656844479,0.92140114329285
0.898273528379761,0.897388972386083,0.908586385321798
