Full,Null (reference),Null (threshold),Cite
0.702406166666667,0.9557635,0.957022393282015,20.0
0.690601746031746,0.954124444444444,0.955574581911622,21.0
0.698794090909091,0.952421818181818,0.95375993794842,22.0
0.691954057971015,0.950435507246377,0.952264394961763,23.0
0.677301666666667,0.948529583333333,0.95052803997779,24.0
0.670193066666667,0.9465228,0.9487180038718,25.0
0.678753846153846,0.945042692307692,0.946766115019316,26.0
0.658048888888889,0.943079259259259,0.945257490636704,27.0
0.652722023809524,0.940989047619048,0.942854846566001,28.0
0.661119885057471,0.938869540229885,0.941391179468174,29.0
0.650202,0.937438444444445,0.938877096142052,30.0
0.641731075268817,0.935236666666667,0.938046376549898,31.0
0.64372875,0.933416875,0.935873339923497,32.0
0.625419898989899,0.931471313131313,0.934175682411235,33.0
0.631821568627451,0.929634607843137,0.932059682720007,34.0
0.638018571428571,0.927441238095238,0.930292305622814,35.0
0.627776111111111,0.92551537037037,0.928620691920586,36.0
0.620891171171171,0.923694594594595,0.926605480232573,37.0
0.635898684210526,0.921703771929825,0.924374239992218,38.0
0.625465213675214,0.919552222222222,0.922868779317247,39.0
0.6220135,0.918036666666667,0.920871747737557,40.0
0.606355203252033,0.915900162601626,0.919393645549011,41.0
0.611864206349206,0.914124761904762,0.917454908774978,42.0
0.610801705426357,0.912093488372093,0.916331037277148,43.0
0.599101590909091,0.910259848484849,0.914474035003045,44.0
0.598825555555556,0.90820237037037,0.912213257551012,45.0
0.623020144927536,0.905977028985507,0.910614263116001,46.0
0.619759858156028,0.904345815602837,0.908072962148815,47.0
0.600562430555556,0.902344722222222,0.906198299423019,48.0
0.579051836734694,0.900294557823129,0.905768715855844,49.0
0.610483,0.898413733333333,0.902487041181309,50.0
0.590833071895425,0.896288104575163,0.900974003161778,51.0
0.596373205128205,0.893886346153846,0.898895716736508,52.0
0.586341823899371,0.892108805031447,0.897210294756321,53.0
0.59242962962963,0.889911419753086,0.89527412675134,54.0
0.569400545454545,0.88782503030303,0.89422552856057,55.0
0.579527261904762,0.88600130952381,0.890930140153157,56.0
0.582842748538012,0.883907894736842,0.889464284142036,57.0
0.574662816091954,0.882081551724138,0.889074662720705,58.0
0.579026836158192,0.880090790960452,0.885418254921414,59.0
0.568152277777778,0.878070333333333,0.884158158078518,60.0
0.557359071038251,0.876187486338798,0.883035021630501,61.0
0.540304731182796,0.873939677419355,0.88214845047909,62.0
0.550189259259259,0.872094814814815,0.880174859251138,63.0
0.56630859375,0.870346510416667,0.876470487470634,64.0
0.554503692307692,0.86880841025641,0.876044901452575,65.0
0.53815601010101,0.866618888888889,0.873928968425697,66.0
0.555657263681592,0.864875024875622,0.8720099524368,67.0
0.564054852941177,0.86317931372549,0.870600168060808,68.0
0.550015603864734,0.860768019323672,0.868519891950809,69.0
0.519874761904762,0.859443333333333,0.868064107207534,70.0
0.553856901408451,0.857850610328639,0.866053558218672,71.0
0.558756157407407,0.855815555555556,0.863934410959689,72.0
0.541871917808219,0.853801917808219,0.862264706102275,73.0
0.541161126126126,0.852271441441441,0.860053822096152,74.0
0.530678444444445,0.850636844444444,0.859496581311168,75.0
0.531845789473684,0.848716929824561,0.857984565418194,76.0
0.511025194805195,0.847218484848485,0.8572780379248,77.0
0.529274316239316,0.846120213675214,0.855623281927887,78.0
0.527789240506329,0.844089746835443,0.853315569441675,79.0
0.515471958333333,0.842815583333333,0.850716038612394,80.0
0.530303374485597,0.841000493827161,0.851017017100043,81.0
0.523704024390244,0.839453902439024,0.848908382473896,82.0
0.512453975903614,0.838245261044177,0.848871353521548,83.0
0.523568015873016,0.836423412698413,0.844296138120218,84.0
0.507668980392157,0.835365803921569,0.843435261020801,85.0
0.504616472868217,0.833804379844961,0.844839784004046,86.0
0.518912567049809,0.832500996168582,0.840130550495459,87.0
0.520372310606061,0.831092159090909,0.838724625521148,88.0
0.509723258426966,0.829918426966292,0.839314442532332,89.0
0.511577962962963,0.828505296296296,0.836511104385002,90.0
0.524310805860806,0.82722054945055,0.835546146632096,91.0
0.497666485507246,0.825831376811594,0.834776967380423,92.0
0.500683727598566,0.824573369175627,0.834706015905759,93.0
0.501454290780142,0.823447695035461,0.83291560523681,94.0
0.491342736842105,0.822504666666667,0.832084542388832,95.0
0.5079146875,0.820616111111111,0.828683016606745,96.0
0.503978419243986,0.819909828178694,0.829263614087701,97.0
0.503122108843537,0.818266904761905,0.826338368175903,98.0
0.500696161616162,0.817191919191919,0.826814839010733,99.0
0.490378466666667,0.816362166666667,0.823544649878386,100.0
0.7458890084169410,0.9581710097715470,0.9644335918800500,20.0
0.6389000636434370,0.9527146337888550,0.945999413899641,21.0
0.7082645511286430,0.9567232342753620,0.9593865208867180,22.0
0.7166352293501680,0.9463976706561100,0.9576496722584130,23.0
0.6509705501235450,0.9397139518027170,0.94039889179167,24.0
0.6576782949593250,0.958729056292064,0.9467525220396010,25.0
0.7133746859292840,0.9555204319971610,0.9458727826844380,26.0
0.6667159494793280,0.9511786022318830,0.9334729072010470,27.0
0.6398890096454700,0.9374197853524530,0.9392442248682860,28.0
0.6377139144800740,0.9365482153611120,0.9441704576157330,29.0
0.6227881087206370,0.9341105060554720,0.9304385108353130,30.0
0.6331401711481340,0.9354367746196460,0.9308963039716370,31.0
0.66355734834805,0.9372903588369280,0.9482211392551850,32.0
0.5882553826761130,0.950447572940522,0.9265278138661940,33.0
0.6556927298660190,0.9222606999754970,0.933822873083853,34.0
0.6065799492013880,0.923830268930989,0.9295468313932060,35.0
0.6344926922714900,0.9340731210265230,0.9246050271690590,36.0
0.6487147664960730,0.9144635253760310,0.925529892132944,37.0
0.6362159409709930,0.9144317112223850,0.9345924381263300,38.0
0.6132682998106700,0.9124045316753350,0.9154712846176490,39.0
0.65463988636522,0.9042449318852030,0.9069990128842470,40.0
0.6036386943684070,0.9213024616959030,0.9217858999492950,41.0
0.6091285774902820,0.9050503546742090,0.8977629425138100,42.0
0.6020201809550340,0.9325305316698990,0.9285104189227150,43.0
0.622197488534536,0.9250423410738910,0.9061214426523700,44.0
0.6115772368642670,0.9120411406459810,0.9151077410216200,45.0
0.6263088524024810,0.8887920335083520,0.9124793786663570,46.0
0.5949653076698220,0.9091047392129710,0.903575003931655,47.0
0.5781288706527800,0.8917782504172620,0.8991788534837840,48.0
0.569625351402637,0.9120432100614210,0.9130400108862000,49.0
0.6189060341229240,0.8972028290037250,0.9169520772672990,50.0
0.5832817007712160,0.9017616734341060,0.9047727327268370,51.0
0.6003386344892150,0.8813489987025830,0.8996670644384800,52.0
0.5986724913428610,0.8871668619172520,0.8952367630448170,53.0
0.6105059761279660,0.895153675975588,0.8982453976088620,54.0
0.5653815734978170,0.8788279641607340,0.8893052930191050,55.0
0.6104643420397340,0.8928064869228100,0.8827095442018200,56.0
0.5819373359404400,0.8780900031766730,0.9015473701802980,57.0
0.5692723517449650,0.878151638628145,0.895220314694312,58.0
0.5601160209490630,0.8838710111377570,0.8695442846443700,59.0
0.5803042464753200,0.8778096081886460,0.8939350609802530,60.0
0.5370695753144820,0.8714972365019820,0.8759687939776890,61.0
0.526636161087473,0.8611052219383250,0.880681927273172,62.0
0.5323520685075520,0.870285428942276,0.8741851011882440,63.0
0.5764017200343330,0.8810247409923230,0.8755119078979010,64.0
0.5616145619600990,0.8500014049737100,0.8854508930327770,65.0
0.5451710839868230,0.8557787094007120,0.8776771334668780,66.0
0.5452582752369260,0.8807934233785240,0.8775464010459440,67.0
0.5935373438148410,0.8643067345878910,0.8581026698409250,68.0
0.5634554732512590,0.8550842590736270,0.8699150806368650,69.0
0.5078364268320370,0.851327234658412,0.8686702035721160,70.0
0.6125215646676200,0.8423727279462040,0.8682194947367050,71.0
0.5562283090681030,0.8778345913233560,0.8712996572594440,72.0
0.5412088328319400,0.8411610080800860,0.8538422224445270,73.0
0.5712517533844850,0.8456835807495390,0.8409156254883160,74.0
0.5405585625840980,0.8433918660406410,0.8737088969921430,75.0
0.5130817597234960,0.8620803824461460,0.8428930406043890,76.0
0.490697492703399,0.8328235481894230,0.8511744130401120,77.0
0.49818624411192000,0.8685505945652130,0.8531698889413080,78.0
0.5207980638007310,0.8511716474022590,0.8564888692350590,79.0
0.5038068593454290,0.8374632299067900,0.8343436543417520,80.0
0.5066528335483830,0.8519391977234890,0.8595244156648320,81.0
0.5199067012984290,0.8481961173756390,0.8395533495755610,82.0
0.5170066179549580,0.8322133388950820,0.8522973672204220,83.0
